Date-Time,Date ∇,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
2011-08-13 12:00:00,13/08/2011,12Z,28.3,77%,1003.0 Hpa,130º (SE),1.9,5/8,3/8 SC,AC,-,1.0(2h),29.0,-,Cloudy
2011-08-13 18:00:00,13/08/2011,18Z,26.4,86%,1006.7 Hpa,130º (SE),5.6,7/8,4/8 SC,AC,-,5.8(24h),-,-,Cloudy
2011-08-14 00:00:00,14/08/2011,00Z,25.3,92%,1006.5 Hpa,180º (S ),1.9,6/8,4/8 SC,AC,-,5.8(24h),-,-,Cloudy
2011-08-14 06:00:00,14/08/2011,06Z,30.9,75%,1007.8 Hpa,180º (S ),3.7,4/8,3/8 SC,AC,-,0.8(24h),-,-,Scattered clouds
2011-08-14 12:00:00,14/08/2011,12Z,29.2,82%,1005.5 Hpa,180º (S ),3.7,7/8,3/8 SC,AC,-,-,32.5,-,Cloudy
2011-08-15 00:00:00,15/08/2011,00Z,27.1,93%,1007.3 Hpa,180º (S ),1.9,7/8,5/8 ST,AC,-,-,-,-,Cloudy
2011-08-15 06:00:00,15/08/2011,06Z,30.2,78%,1007.9 Hpa,180º (S ),3.7,6/8,4/8 SC,AC,-,1.0(1h),-,-,Cloudy
2011-08-15 12:00:00,15/08/2011,12Z,28.4,86%,1004.4 Hpa,180º (S ),7.4,8/8,3/8 SC,AC,-,11.0(9h),30.7,-,Overcast
2011-08-15 18:00:00,15/08/2011,18Z,27.7,90%,1007.3 Hpa,180º (S ),5.6,8/8,4/8 SC,AC,,12.4(24h),-,-,Overcast
2011-08-16 00:00:00,16/08/2011,00Z,27.3,92%,1005.5 Hpa,180º (S ),3.7,8/8,6/8 ST,AC,,12.4(24h),-,-,Overcast
2011-08-16 06:00:00,16/08/2011,06Z,29.2,88%,1006.4 Hpa,180º (S ),3.7,8/8,4/8 SC,AC,,11.2(24h),-,-,Overcast
2011-08-16 12:00:00,16/08/2011,12Z,27.0,94%,1003.3 Hpa,180º (S ),3.7,6/8,3/8 SC,AC,-,1.0(9h),29.6,-,Cloudy
2011-08-16 18:00:00,16/08/2011,18Z,25.2,93%,1006.0 Hpa,180º (S ),3.7,8/8,7/8 ST,AC,,22.0(3h),-,-,"Overcast, rain"
2011-08-17 00:00:00,17/08/2011,00Z,24.0,100%,1005.2 Hpa,calm.,,8/8,7/8 ST,AC,,50.0(15h),-,-,"Overcast, rain"
2011-08-17 06:00:00,17/08/2011,06Z,25.0,94%,1006.4 Hpa,180º (S ),1.9,8/8,6/8 ST,AC,,13.0(15h),-,-,"Overcast, rain"
2011-08-17 12:00:00,17/08/2011,12Z,26.2,87%,1003.5 Hpa,180º (S ),3.7,7/8,5/8 SC,AC,-,85.0(24h),26.6,-,Cloudy
2011-08-17 18:00:00,17/08/2011,18Z,25.0,94%,1006.1 Hpa,calm.,,5/8,3/8 SC,AC,-,62.8(24h),-,-,Cloudy
2011-08-18 00:00:00,18/08/2011,00Z,25.0,100%,1004.9 Hpa,180º (S ),3.7,6/8,3/8 SC,AC,-,1.0(1h),-,-,Cloudy
2011-08-18 06:00:00,18/08/2011,06Z,30.9,70%,1005.6 Hpa,180º (S ),3.7,6/8,3/8 SC,AC,-,1.0(24h),-,-,Cloudy
2011-08-18 12:00:00,18/08/2011,12Z,29.3,73%,1002.5 Hpa,180º (S ),3.7,6/8,3/8 SC,AC,-,1.0(24h),31.5,-,Cloudy
2011-08-18 18:00:00,18/08/2011,18Z,27.2,87%,1005.8 Hpa,180º (S ),3.7,6/8,3/8 SC,AC,-,1.0(24h),-,-,Cloudy
2011-08-19 00:00:00,19/08/2011,00Z,26.0,94%,1005.9 Hpa,calm.,,6/8,4/8 SC,AC,-,-,-,-,Cloudy
2011-08-19 09:00:00,19/08/2011,09Z,32.0,59%,1003.1 Hpa,calm.,,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2011-08-19 12:00:00,19/08/2011,12Z,29.8,80%,1002.5 Hpa,calm.,,4/8,4/8 SC,-,-,-,33.5,-,Scattered clouds
2011-08-19 18:00:00,19/08/2011,18Z,26.8,95%,1006.5 Hpa,180º (S ),1.9,8/8,5/8 SC,AC,,5.0(12h),-,-,"Overcast, rain"
2011-08-20 00:00:00,20/08/2011,00Z,25.3,92%,1006.3 Hpa,050º (NE),1.9,3/8,3/8 SC,AC,-,25.0(2h),-,-,Scattered clouds
2011-08-20 06:00:00,20/08/2011,06Z,30.8,71%,1006.2 Hpa,180º (S ),3.7,5/8,3/8 SC,AC,-,30.0(24h),-,-,Cloudy
2011-08-20 12:00:00,20/08/2011,12Z,28.5,86%,1003.6 Hpa,180º (S ),1.9,7/8,3/8 SC,AC,-,25.0(1h),33.5,-,Cloudy
2011-08-20 18:00:00,20/08/2011,18Z,28.3,87%,1006.2 Hpa,180º (S ),1.9,6/8,3/8 SC,AC,-,49.6(24h),-,-,Cloudy
2011-08-21 00:00:00,21/08/2011,00Z,27.5,97%,1005.9 Hpa,180º (S ),1.9,8/8,4/8 SC,AC,,24.8(24h),-,-,Overcast
2011-08-21 06:00:00,21/08/2011,06Z,27.6,91%,1006.3 Hpa,calm.,,8/8,5/8 SC,AC,,20.0(9h),-,-,Overcast
2011-08-21 12:00:00,21/08/2011,12Z,29.0,83%,1003.2 Hpa,230º (SW),3.7,6/8,4/8 SC,AC,-,20.0(24h),30.8,-,Cloudy
2011-08-22 06:00:00,22/08/2011,06Z,31.0,74%,1007.1 Hpa,180º (S ),1.9,6/8,3/8 SC,AC,-,1.0(2h),-,-,Cloudy
2011-08-22 12:00:00,22/08/2011,12Z,30.6,76%,1004.2 Hpa,180º (S ),3.7,6/8,4/8 SC,AC,-,5.0(24h),32.8,-,Cloudy
2011-08-22 18:00:00,22/08/2011,18Z,27.2,93%,1007.3 Hpa,180º (S ),3.7,7/8,4/8 SC,AC,-,38.0(3h),-,-,Cloudy
2011-08-23 00:00:00,23/08/2011,00Z,26.6,96%,1006.4 Hpa,calm.,,8/8,4/8 SC,AC,,38.8(24h),-,-,Overcast
2011-08-23 06:00:00,23/08/2011,06Z,31.0,74%,1006.2 Hpa,180º (S ),1.9,5/8,3/8 SC,AC,-,37.8(24h),-,-,Cloudy
2011-08-23 12:00:00,23/08/2011,12Z,28.7,90%,1003.6 Hpa,180º (S ),3.7,7/8,4/8 SC,AC,,6.0(24h),33.2,-,"Cloudy, rain"
2011-08-23 18:00:00,23/08/2011,18Z,28.0,88%,1005.9 Hpa,180º (S ),7.4,6/8,4/8 SC,AC,-,5.8(24h),-,-,Cloudy
2011-08-24 00:00:00,24/08/2011,00Z,26.4,92%,1005.3 Hpa,180º (S ),3.7,6/8,4/8 SC,AC,-,5.8(24h),-,-,Cloudy
2011-08-24 06:00:00,24/08/2011,06Z,27.4,86%,1005.8 Hpa,180º (S ),3.7,8/8,6/8 ST,AC,,3.0(24h),-,-,"Overcast, rain"
2011-08-24 12:00:00,24/08/2011,12Z,29.0,79%,1003.2 Hpa,180º (S ),3.7,5/8,3/8 SC,AC,-,2.6(24h),29.2,-,Cloudy
2011-08-24 18:00:00,24/08/2011,18Z,26.8,89%,1006.2 Hpa,180º (S ),1.9,6/8,4/8 SC,AC,-,2.6(24h),-,-,Cloudy
2011-08-25 00:00:00,25/08/2011,00Z,26.0,88%,1005.4 Hpa,180º (S ),1.9,6/8,3/8 SC,AC,-,2.6(24h),-,-,Cloudy
2011-08-25 06:00:00,25/08/2011,06Z,31.6,72%,1005.3 Hpa,180º (S ),3.7,6/8,3/8 SC,AC,-,-,-,-,Cloudy
2011-08-25 18:00:00,25/08/2011,18Z,27.8,89%,1005.4 Hpa,180º (S ),1.9,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2011-08-26 00:00:00,26/08/2011,00Z,26.4,92%,1004.4 Hpa,180º (S ),1.9,7/8,3/8 SC,AC,-,-,-,-,Cloudy
2011-08-26 06:00:00,26/08/2011,06Z,32.2,65%,1004.7 Hpa,180º (S ),5.6,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2011-08-26 18:00:00,26/08/2011,18Z,27.2,87%,1005.1 Hpa,calm.,,6/8,3/8 SC,AC,-,0.2(1h),-,-,Cloudy
2011-08-27 00:00:00,27/08/2011,00Z,25.8,95%,1003.2 Hpa,calm.,,5/8,2/8 SC,AC,-,0.2(24h),-,-,Cloudy
2011-08-27 06:00:00,27/08/2011,06Z,31.2,69%,1004.0 Hpa,180º (S ),3.7,5/8,4/8 SC,AC,-,0.2(24h),-,-,Cloudy
2011-08-27 12:00:00,27/08/2011,12Z,30.0,74%,1001.2 Hpa,180º (S ),5.6,4/8,3/8 SC,AC,CI,0.2(24h),33.0,-,Scattered clouds
2011-08-27 18:00:00,27/08/2011,18Z,27.0,88%,1004.4 Hpa,180º (S ),3.7,4/8,4/8 SC,-,-,-,-,-,Scattered clouds
2011-08-28 00:00:00,28/08/2011,00Z,26.3,92%,1003.5 Hpa,050º (NE),1.9,4/8,3/8 SC,AC,-,-,-,-,Scattered clouds
2011-08-28 06:00:00,28/08/2011,06Z,32.0,62%,1002.9 Hpa,180º (S ),1.9,4/8,3/8 SC,AC,-,-,-,-,Scattered clouds
2011-08-28 12:00:00,28/08/2011,12Z,31.5,64%,1000.1 Hpa,180º (S ),3.7,4/8,2/8 SC,AC,-,-,33.7,-,Scattered clouds
2011-08-28 18:00:00,28/08/2011,18Z,28.5,86%,1004.6 Hpa,180º (S ),1.9,4/8,2/8 SC,AC,-,-,-,-,Scattered clouds
2011-08-29 00:00:00,29/08/2011,00Z,26.2,93%,1003.6 Hpa,calm.,,4/8,1/8 SC,AC,-,-,-,-,Scattered clouds
2011-08-29 06:00:00,29/08/2011,06Z,33.1,59%,1004.1 Hpa,180º (S ),3.7,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2011-08-29 18:00:00,29/08/2011,18Z,28.2,87%,1005.4 Hpa,130º (SE),3.7,6/8,4/8 CB,AC,-,0.8(2h),-,-,"Cloudy, lightning"
2011-08-30 00:00:00,30/08/2011,00Z,27.2,87%,1004.7 Hpa,calm.,,6/8,2/8 SC,AC,-,0.8(24h),-,-,Cloudy
2011-08-30 06:00:00,30/08/2011,06Z,33.0,63%,1004.6 Hpa,180º (S ),3.7,5/8,2/8 SC,AC,-,0.8(24h),-,-,Cloudy
2011-08-30 18:00:00,30/08/2011,18Z,29.0,,1005.4 Hpa,180º (S ),1.9,4/8,2/8 SC,AC,-,-,-,-,Scattered clouds
2011-08-31 00:00:00,31/08/2011,00Z,27.2,93%,1004.9 Hpa,180º (S ),1.9,4/8,2/8 SC,AC,-,-,-,-,Scattered clouds
2011-08-31 06:00:00,31/08/2011,06Z,32.6,64%,1004.8 Hpa,180º (S ),3.7,6/8,3/8 SC,AC,-,-,-,-,Cloudy
2011-08-31 12:00:00,31/08/2011,12Z,33.4,58%,1002.4 Hpa,180º (S ),3.7,4/8,3/8 SC,AC,-,-,34.0,-,Scattered clouds
2011-08-31 18:00:00,31/08/2011,18Z,28.0,88%,1005.6 Hpa,calm.,,6/8,3/8 SC,AC,-,-,-,-,Cloudy
2011-09-01 00:00:00,01/09/2011,00Z,25.6,90%,1004.6 Hpa,calm.,,4/8,2/8 SC,AC,-,-,-,-,Scattered clouds
2011-09-02 06:00:00,02/09/2011,06Z,31.4,64%,1005.2 Hpa,180º (S ),3.7,5/8,4/8 SC,AC,-,-,-,-,Cloudy
2011-09-02 18:00:00,02/09/2011,18Z,33.8,63%,1002.7 Hpa,360º (N ),1.9,5/8,4/8 SC,AC,-,1.0(24h),-,-,Cloudy
2011-09-03 00:00:00,03/09/2011,00Z,25.0,94%,1003.8 Hpa,090º (E ),3.7,6/8,4/8 SC,AC,-,5.6(24h),-,-,Cloudy
2011-09-03 06:00:00,03/09/2011,06Z,31.6,68%,1004.2 Hpa,180º (S ),1.9,6/8,3/8 SC,AC,-,5.6(24h),-,-,Cloudy
2011-09-03 12:00:00,03/09/2011,12Z,31.0,70%,1000.8 Hpa,180º (S ),1.9,4/8,2/8 SC,AC,-,-,33.5,-,Scattered clouds
2011-09-04 06:00:00,04/09/2011,06Z,32.5,68%,1004.2 Hpa,180º (S ),1.9,6/8,3/8 SC,AC,-,-,-,-,Cloudy
2011-09-04 18:00:00,04/09/2011,18Z,27.4,86%,1004.9 Hpa,calm.,,5/8,4/8 SC,AC,-,-,-,-,Cloudy
2011-09-05 06:00:00,05/09/2011,06Z,32.4,61%,1004.1 Hpa,130º (SE),3.7,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2011-09-05 12:00:00,05/09/2011,12Z,31.0,74%,1000.9 Hpa,180º (S ),3.7,4/8,2/8 SC,AC,-,-,33.5,-,Scattered clouds
2011-09-06 12:00:00,06/09/2011,12Z,29.5,81%,999.7 Hpa,180º (S ),1.9,5/8,3/8 SC,AC,-,3.4(24h),31.9,-,Cloudy
2011-09-06 18:00:00,06/09/2011,18Z,26.0,94%,1002.4 Hpa,calm.,,7/8,5/8 SC,AC,-,1.0(24h),-,-,Cloudy
2011-09-07 00:00:00,07/09/2011,00Z,25.6,96%,1001.4 Hpa,calm.,,8/8,5/8 SC,AC,,1.0(24h),-,-,"Overcast, rain"
2011-09-07 12:00:00,07/09/2011,12Z,26.4,86%,999.6 Hpa,180º (S ),3.7,8/8,6/8 ST,AC,,0.3(2h),28.0,-,Overcast
2011-09-07 18:00:00,07/09/2011,18Z,25.4,91%,1001.5 Hpa,180º (S ),3.7,8/8,6/8 SC,AC,,1.0(24h),-,-,"Overcast, rain"
2011-09-08 00:00:00,08/09/2011,00Z,25.2,93%,1001.2 Hpa,180º (S ),3.7,8/8,5/8 SC,AC,,1.0(2h),-,-,Overcast
2011-09-08 06:00:00,08/09/2011,06Z,28.6,85%,1001.8 Hpa,130º (SE),5.6,8/8,5/8 SC,AC,,1.0(1h),-,-,Overcast
2011-09-08 12:00:00,08/09/2011,12Z,27.0,88%,1000.0 Hpa,130º (SE),7.4,6/8,4/8 SC,AC,-,2.8(24h),30.0,-,Cloudy
2011-09-08 18:00:00,08/09/2011,18Z,26.1,88%,1003.4 Hpa,180º (S ),3.7,8/8,6/8 ST,AC,,Tr(24h),-,-,"Overcast, rain"
2011-09-08 21:00:00,08/09/2011,21Z,25.9,89%,1003.4 Hpa,calm.,,8/8,3/8 SC,AC,,1.0(24h),-,-,Overcast
2011-09-09 00:00:00,09/09/2011,00Z,25.6,90%,1002.9 Hpa,calm.,,6/8,3/8 SC,AC,-,1.0(24h),-,-,Cloudy
2011-09-09 12:00:00,09/09/2011,12Z,28.8,80%,1003.2 Hpa,180º (S ),3.7,5/8,3/8 SC,AC,-,1.4(24h),31.5,-,Cloudy
2011-09-09 18:00:00,09/09/2011,18Z,26.3,87%,1007.1 Hpa,180º (S ),3.7,5/8,3/8 SC,AC,-,1.4(24h),-,-,Cloudy
2011-09-10 00:00:00,10/09/2011,00Z,25.0,94%,1006.7 Hpa,calm.,,4/8,3/8 SC,AC,CI,1.4(24h),-,-,Scattered clouds
2011-09-10 06:00:00,10/09/2011,06Z,32.4,61%,1007.0 Hpa,090º (E ),1.9,4/8,3/8 SC,AC,-,1.4(24h),-,-,Scattered clouds
2011-09-10 12:00:00,10/09/2011,12Z,30.8,71%,1003.2 Hpa,180º (S ),3.7,4/8,2/8 SC,AC,-,-,33.4,-,Scattered clouds
2011-09-10 18:00:00,10/09/2011,18Z,27.2,93%,1006.3 Hpa,calm.,,4/8,3/8 SC,AC,-,-,-,-,Scattered clouds
2011-09-11 00:00:00,11/09/2011,00Z,26.4,92%,1005.0 Hpa,calm.,,4/8,2/8 SC,AC,-,-,-,-,Scattered clouds
2011-09-11 06:00:00,11/09/2011,06Z,32.1,66%,1004.0 Hpa,calm.,,4/8,4/8 SC,-,-,-,-,-,Scattered clouds
2011-09-11 12:00:00,11/09/2011,12Z,31.4,73%,1000.7 Hpa,270º (W ),1.9,4/8,3/8 SC,AC,CI,1.0(1h),34.2,-,Scattered clouds
2011-09-11 18:00:00,11/09/2011,18Z,29.4,86%,1003.5 Hpa,calm.,,7/8,4/8 SC,AC,-,1.0(24h),-,-,Cloudy
2011-09-12 00:00:00,12/09/2011,00Z,28.0,94%,1002.8 Hpa,calm.,,4/8,2/8 SC,AC,-,1.0(24h),-,-,"Scattered clouds, mist"
2011-09-12 12:00:00,12/09/2011,12Z,31.3,78%,999.7 Hpa,calm.,,4/8,4/8 SC,-,-,-,35.8,-,Scattered clouds
2011-09-12 18:00:00,12/09/2011,18Z,29.7,90%,1002.3 Hpa,310º (NW),1.9,4/8,3/8 SC,AC,-,-,-,-,Scattered clouds
2011-09-13 00:00:00,13/09/2011,00Z,28.6,96%,1001.7 Hpa,180º (S ),1.9,4/8,3/8 SC,AC,-,-,-,-,"Scattered clouds, haze"
2011-09-13 18:00:00,13/09/2011,18Z,27.4,86%,1004.1 Hpa,calm.,,6/8,3/8 SC,AC,-,2.0(24h),-,-,Cloudy
2011-09-14 00:00:00,14/09/2011,00Z,26.2,93%,1003.3 Hpa,calm.,,8/8,6/8 ST,AC,,4.0(1h),-,-,Overcast
2011-09-14 06:00:00,14/09/2011,06Z,30.3,69%,1003.7 Hpa,130º (SE),1.9,7/8,4/8 SC,AC,-,6.4(24h),-,-,Cloudy
2011-09-14 12:00:00,14/09/2011,12Z,28.0,88%,1001.1 Hpa,180º (S ),3.7,8/8,6/8 SC,AC,,9.0(15h),32.2,-,"Overcast, rain"
2011-09-14 18:00:00,14/09/2011,18Z,25.8,89%,1003.7 Hpa,180º (S ),3.7,6/8,3/8 SC,AC,-,13.8(24h),-,-,Cloudy
2011-09-15 00:00:00,15/09/2011,00Z,25.4,91%,1002.9 Hpa,130º (SE),3.7,4/8,2/8 SC,AC,-,9.4(24h),-,-,Scattered clouds
2011-09-15 06:00:00,15/09/2011,06Z,29.0,89%,1003.8 Hpa,130º (SE),1.9,5/8,3/8 SC,AC,-,5.0(12h),-,-,"Cloudy, rain"
2011-09-15 12:00:00,15/09/2011,12Z,28.9,79%,1001.3 Hpa,180º (S ),3.7,5/8,2/8 SC,AC,-,0.6(2h),30.9,-,Cloudy
2011-09-16 00:00:00,16/09/2011,00Z,25.8,95%,1003.4 Hpa,180º (S ),3.7,6/8,3/8 SC,AC,-,5.4(24h),-,-,Cloudy
2011-09-16 06:00:00,16/09/2011,06Z,26.1,93%,1005.1 Hpa,180º (S ),3.7,8/8,7/8 ST,AC,,22.0(15h),-,-,"Overcast, rain"
2011-09-16 12:00:00,16/09/2011,12Z,26.2,93%,1002.4 Hpa,180º (S ),3.7,8/8,6/8 ST,AC,,2.0(9h),27.0,-,Overcast
2011-09-16 18:00:00,16/09/2011,18Z,26.0,94%,1003.9 Hpa,180º (S ),5.6,5/8,3/8 SC,AC,-,23.8(24h),-,-,Cloudy
2011-09-17 00:00:00,17/09/2011,00Z,25.6,100%,1001.7 Hpa,180º (S ),3.7,8/8,6/8 ST,AC,,99.0(15h),-,-,"Overcast, rain"
2011-09-17 06:00:00,17/09/2011,06Z,25.4,91%,1003.6 Hpa,180º (S ),1.9,8/8,5/8 SC,AC,,14.0(15h),-,-,"Overcast, rain"
2011-09-17 12:00:00,17/09/2011,12Z,26.4,92%,1000.5 Hpa,180º (S ),3.7,8/8,6/8 ST,AC,,1.0(9h),26.7,-,Overcast
2011-09-17 18:00:00,17/09/2011,18Z,25.4,91%,1003.3 Hpa,130º (SE),5.6,4/8,3/8 SC,AC,-,113.4(24h),-,-,Scattered clouds
2011-09-18 00:00:00,18/09/2011,00Z,25.6,96%,1002.1 Hpa,130º (SE),3.7,4/8,3/8 SC,AC,-,14.6(24h),-,-,Scattered clouds
2011-09-18 06:00:00,18/09/2011,06Z,29.8,85%,1003.5 Hpa,180º (S ),3.7,6/8,3/8 SC,AC,-,1.0(1h),-,-,Cloudy
2011-09-18 12:00:00,18/09/2011,12Z,29.1,83%,1001.5 Hpa,180º (S ),9.3,4/8,3/8 SC,AC,-,1.0(24h),31.2,-,Scattered clouds
2011-09-18 18:00:00,18/09/2011,18Z,27.2,93%,1004.8 Hpa,calm.,,6/8,3/8 SC,AC,-,1.0(24h),-,-,Cloudy
2011-09-19 00:00:00,19/09/2011,00Z,26.0,94%,1004.3 Hpa,calm.,,4/8,3/8 ST,AC,-,0.6(1h),-,-,Scattered clouds
2011-09-19 06:00:00,19/09/2011,06Z,31.4,73%,1005.0 Hpa,180º (S ),1.9,5/8,3/8 SC,AC,-,0.6(24h),-,-,Cloudy
2011-09-19 18:00:00,19/09/2011,18Z,27.7,90%,1004.4 Hpa,calm.,,2/8,2/8 SC,-,-,0.6(24h),-,-,Few clouds
2011-09-20 00:00:00,20/09/2011,00Z,26.6,90%,1004.9 Hpa,180º (S ),5.6,8/8,5/8 SC,AC,,-,-,-,Overcast
2011-09-20 06:00:00,20/09/2011,06Z,28.1,88%,1005.2 Hpa,calm.,,6/8,4/8 SC,AC,-,9.0(18h),-,-,"Cloudy, rain"
2011-09-20 12:00:00,20/09/2011,12Z,28.2,82%,1001.6 Hpa,180º (S ),3.7,7/8,4/8 SC,AC,-,9.2(24h),33.4,-,Cloudy
2011-09-21 00:00:00,21/09/2011,00Z,26.0,94%,1002.5 Hpa,090º (E ),3.7,4/8,2/8 SC,AC,-,0.4(2h),-,-,Scattered clouds
2011-09-21 06:00:00,21/09/2011,06Z,31.6,68%,1003.3 Hpa,180º (S ),3.7,4/8,2/8 SC,AC,-,2.6(24h),-,-,Scattered clouds
2011-09-21 12:00:00,21/09/2011,12Z,29.0,74%,1001.7 Hpa,180º (S ),1.9,5/8,3/8 SC,AC,-,3.0(1h),32.4,-,Cloudy
2011-09-22 00:00:00,22/09/2011,00Z,25.8,95%,1003.2 Hpa,270º (W ),1.9,4/8,1/8 SC,AC,-,3.0(24h),-,-,Scattered clouds
2011-09-22 06:00:00,22/09/2011,06Z,31.7,67%,1004.4 Hpa,180º (S ),3.7,4/8,3/8 SC,AC,-,3.0(24h),-,-,Scattered clouds
2011-09-22 12:00:00,22/09/2011,12Z,28.3,77%,1001.6 Hpa,calm.,,6/8,2/8 SC,AC,-,1.0(12h),33.2,-,"Cloudy, rain"
2011-09-22 18:00:00,22/09/2011,18Z,27.0,88%,1004.0 Hpa,180º (S ),1.9,6/8,4/8 SC,AC,-,1.2(24h),-,-,Cloudy
2011-09-23 00:00:00,23/09/2011,00Z,25.7,95%,1004.0 Hpa,180º (S ),1.9,7/8,4/8 SC,AC,,6.0(2h),-,-,Cloudy
2011-09-23 06:00:00,23/09/2011,06Z,29.9,75%,1005.0 Hpa,180º (S ),3.7,8/8,4/8 SC,AC,,0.2(1h),-,-,Overcast
2011-09-23 12:00:00,23/09/2011,12Z,28.6,85%,1002.8 Hpa,180º (S ),5.6,4/8,2/8 SC,AC,-,5.0(1h),31.5,-,Scattered clouds
2011-09-23 18:00:00,23/09/2011,18Z,26.7,95%,1005.4 Hpa,calm.,,6/8,3/8 SC,AC,-,10.8(24h),-,-,Cloudy
2011-09-24 00:00:00,24/09/2011,00Z,25.2,93%,1005.4 Hpa,130º (SE),3.7,5/8,2/8 SC,AC,-,0.3(2h),-,-,Cloudy
2011-09-24 06:00:00,24/09/2011,06Z,29.8,71%,1007.4 Hpa,180º (S ),1.9,6/8,3/8 SC,AC,-,5.3(24h),-,-,Cloudy
2011-09-24 12:00:00,24/09/2011,12Z,29.0,79%,1005.2 Hpa,180º (S ),3.7,4/8,1/8 SC,AC,-,0.3(24h),31.2,-,Scattered clouds
2011-09-24 18:00:00,24/09/2011,18Z,26.0,88%,1007.9 Hpa,180º (S ),5.6,5/8,3/8 SC,AC,-,0.3(24h),-,-,Cloudy
2011-09-25 06:00:00,25/09/2011,06Z,31.5,72%,1008.4 Hpa,180º (S ),3.7,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2011-09-25 12:00:00,25/09/2011,12Z,29.0,79%,1005.6 Hpa,180º (S ),1.9,6/8,2/8 SC,AC,-,-,32.1,-,Cloudy
2011-09-25 18:00:00,25/09/2011,18Z,27.0,94%,1008.4 Hpa,180º (S ),3.7,5/8,2/8 SC,AC,-,-,-,-,Cloudy
2011-09-26 00:00:00,26/09/2011,00Z,25.6,102%,1007.5 Hpa,calm.,,6/8,3/8 SC,AC,-,-,-,-,Cloudy
2011-09-26 06:00:00,26/09/2011,06Z,31.3,69%,1008.0 Hpa,180º (S ),3.7,6/8,4/8 SC,AC,-,-,-,-,Cloudy
2011-09-26 12:00:00,26/09/2011,12Z,29.4,82%,1004.9 Hpa,180º (S ),1.9,2/8,2/8 SC,AC,-,2.0(1h),32.3,-,Few clouds
2011-09-26 18:00:00,26/09/2011,18Z,26.8,95%,1006.4 Hpa,180º (S ),1.9,3/8,2/8 SC,AC,-,1.6(24h),-,-,Scattered clouds
2011-09-27 00:00:00,27/09/2011,00Z,26.0,94%,1005.2 Hpa,180º (S ),1.9,7/8,4/8 SC,AC,-,1.6(24h),-,-,Cloudy
2011-09-27 06:00:00,27/09/2011,06Z,32.3,73%,1005.2 Hpa,180º (S ),3.7,6/8,3/8 SC,AC,-,1.6(24h),-,-,Cloudy
2011-09-27 12:00:00,27/09/2011,12Z,29.0,83%,1003.2 Hpa,180º (S ),3.7,5/8,2/8 SC,AC,-,18.0(2h),32.5,-,Cloudy
2011-09-27 18:00:00,27/09/2011,18Z,26.8,95%,1005.1 Hpa,calm.,,2/8,2/8 SC,-,-,18.0(24h),-,-,Few clouds
2011-09-28 00:00:00,28/09/2011,00Z,27.0,94%,1004.4 Hpa,calm.,,5/8,3/8 SC,AC,-,18.0(24h),-,-,"Cloudy, haze"
2011-09-28 06:00:00,28/09/2011,06Z,31.8,67%,1005.3 Hpa,230º (SW),3.7,6/8,3/8 SC,AC,-,18.0(24h),-,-,Cloudy
2011-09-28 12:00:00,28/09/2011,12Z,30.2,73%,1002.2 Hpa,270º (W ),5.6,5/8,3/8 SC,AC,-,-,33.6,-,Cloudy
2011-09-28 18:00:00,28/09/2011,18Z,27.8,95%,1004.6 Hpa,180º (S ),3.7,6/8,3/8 SC,AC,-,-,-,-,Cloudy
2011-09-29 00:00:00,29/09/2011,00Z,26.6,96%,1003.7 Hpa,calm.,,,,,,-,-,-,fog
2011-09-29 06:00:00,29/09/2011,06Z,31.8,71%,1004.5 Hpa,180º (S ),1.9,5/8,3/8 SC,AC,-,-,-,-,"Cloudy, haze"
2011-09-29 12:00:00,29/09/2011,12Z,30.8,71%,1001.6 Hpa,270º (W ),3.7,4/8,2/8 SC,AC,-,-,34.0,-,Scattered clouds
2011-09-30 06:00:00,30/09/2011,06Z,33.5,68%,1004.2 Hpa,180º (S ),3.7,5/8,3/8 SC,AC,-,-,-,-,"Cloudy, haze"
2011-09-30 12:00:00,30/09/2011,12Z,30.5,86%,1001.6 Hpa,180º (S ),1.9,4/8,2/8 SC,AC,-,25.0(1h),34.0,-,Scattered clouds
2011-10-02 12:00:00,02/10/2011,12Z,28.6,80%,1002.8 Hpa,270º (W ),1.9,4/8,2/8 SC,AC,-,4.0(24h),33.6,-,Scattered clouds
2011-10-02 18:00:00,02/10/2011,18Z,27.2,93%,1005.1 Hpa,calm.,,4/8,2/8 SC,AC,-,4.0(24h),-,-,Scattered clouds
2011-10-03 00:00:00,03/10/2011,00Z,26.5,97%,1005.1 Hpa,360º (N ),3.7,7/8,5/8 SC,AC,-,0.4(24h),-,-,"Cloudy, rain"
2011-10-03 12:00:00,03/10/2011,12Z,31.8,63%,1002.1 Hpa,calm.,,4/8,2/8 SC,AC,-,-,-,-,Scattered clouds
